Entity,Code,Year,Decadal average surface temperature
Yemen,YEM,2000,25.781733
Yemen,YEM,2010,25.984243
Zambia,ZMB,1940,21.44511
Zambia,ZMB,1950,21.266779
Zambia,ZMB,1960,21.28378
Zambia,ZMB,1970,21.177599
Zambia,ZMB,1980,21.617674
Zambia,ZMB,1990,22.01318
Zambia,ZMB,2000,21.852299
Zambia,ZMB,2010,22.203661
Zimbabwe,ZWE,1940,20.781338
Zimbabwe,ZWE,1950,20.797039
Zimbabwe,ZWE,1960,20.811798
Zimbabwe,ZWE,1970,20.571964
Zimbabwe,ZWE,1980,21.108477
Zimbabwe,ZWE,1990,21.477451
Zimbabwe,ZWE,2000,21.341034
Zimbabwe,ZWE,2010,21.82304
